model_size_label,identity_frame,boundary_match_no_steer_mean,boundary_match_no_steer_ci95_low,boundary_match_no_steer_ci95_high,boundary_match_no_steer_cluster_mean,boundary_match_no_steer_cluster_ci95_low,boundary_match_no_steer_cluster_ci95_high,boundary_match_no_steer_cluster_count,boundary_match_no_steer_cluster_non_tie_count,boundary_match_no_steer_cluster_tie_count,boundary_match_no_steer_cluster_hits_above_chance,boundary_match_no_steer_cluster_sign_p_value_vs_chance,boundary_match_steer_mean,boundary_match_steer_ci95_low,boundary_match_steer_ci95_high,boundary_match_steer_cluster_mean,boundary_match_steer_cluster_ci95_low,boundary_match_steer_cluster_ci95_high,boundary_match_steer_cluster_count,boundary_match_steer_cluster_non_tie_count,boundary_match_steer_cluster_tie_count,boundary_match_steer_cluster_hits_above_chance,boundary_match_steer_cluster_sign_p_value_vs_chance,boundary_transfer_delta,self_prediction_advantage_no_steer_mean,self_prediction_advantage_steer_mean,other_prediction_advantage_mean,self_moved_toward_other_actual_mean,boundary_margin_delta_mean,predicted_boundary_confidence_mean,seed_count,n,valid_n_no_steer,valid_n_steer,p_value_no_steer_vs_chance,p_value_steer_vs_chance,p_value_no_steer_holm,p_value_steer_holm,boundary_match_no_steer_cluster_sign_p_value_vs_chance_holm,boundary_match_steer_cluster_sign_p_value_vs_chance_holm
1b,family_self,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0.9999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0.9999999999999994,0.0,0.0,0.0,0.0,0.25,-0.00020526237570544993,0.562257245182991,1,4,4,4,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999994,0.9999999999999994
