model_size_label,identity_frame,self_sign_accuracy_mean,other_sign_accuracy_mean,predicted_boundary_margin_mean,boundary_retention_no_steer_mean,boundary_retention_steer_mean,boundary_collapse_rate,boundary_prediction_valid_rate,self_prediction_advantage_no_steer_mean,self_prediction_advantage_steer_mean,self_moved_toward_other_actual_mean,self_vs_other_style_distance_mean,steered_self_vs_other_style_distance_mean,seed_count,n
1b,family_self,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.7469343619128341,1.0850147328854405,1,4
