model_size_label,identity_frame,axis_name,self_sign_accuracy_mean,other_sign_accuracy_mean,predicted_boundary_margin_mean,predicted_boundary_confidence_mean,actual_boundary_margin_no_steer_mean,actual_boundary_margin_steer_mean,boundary_margin_delta_mean,boundary_order_match_no_steer_mean,boundary_order_match_steer_mean,boundary_retention_no_steer_mean,boundary_retention_steer_mean,boundary_collapse_rate,boundary_prediction_valid_rate,self_prediction_advantage_no_steer_mean,self_prediction_advantage_steer_mean,other_prediction_advantage_mean,self_moved_toward_other_actual_mean,self_moved_toward_other_prediction_mean,self_vs_other_style_distance_mean,steered_self_vs_other_style_distance_mean,self_vs_other_semantic_overlap_mean,steered_self_vs_other_semantic_overlap_mean,seed_count,n
1b,family_self,collaborative_vs_authoritative,1.0,1.0,1.0,0.5164373219013214,0.004838607851921039,0.00847391011468827,0.0036353022627672316,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8334093172238131,1.8786576863478017,0.4619824147624805,0.20280755666102618,1,2
1b,family_self,expansive_vs_terse,1.0,1.0,1.0,0.6080771684646606,0.01662741114291229,0.01258158412873418,-0.004045827014178112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.6604594066018551,0.29137177942307924,0.6122460112697286,0.43906520821544304,1,2
