model_size_label,identity_frame,accuracy_mean,accuracy_ci95_low,accuracy_ci95_high,hits,trials,seed_count,p_value_vs_chance,row_p_value_vs_chance,cluster_accuracy_mean,cluster_accuracy_ci95_low,cluster_accuracy_ci95_high,cluster_count,cluster_hits_above_chance,cluster_non_tie_count,cluster_tie_count,cluster_sign_p_value_vs_chance,p_value_vs_chance_holm,cluster_sign_p_value_vs_chance_holm
1b,family_self,0.4236111111111111,0.3861111111111111,0.4597222222222222,305,720,5,2.745907320300441e-07,2.745907320300441e-07,0.4236111111111111,0.34027777777777785,0.5,24,12,16,8,0.03840637207031256,2.745907320300441e-07,0.03840637207031256
