model_size,concept,token_position,layer_bucket,vector_kind,peak_rel_mean,recovery_fraction_mean,total_downstream_change_mean,persistence_mean,next_token_kl_mean,n
1b,empathy,-1,mid,random_orthogonal,0.02158060460351403,0.27094041879991276,7.017248163620631,0.7290595812000872,0.00013429444682815108,48
1b,empathy,0,early,mean_diff,0.07295178622007366,0.544413380759165,163.9342778523763,0.45558661924083504,1.7089174832563003e-05,48
1b,empathy,0,early,random_orthogonal,0.02503910536567365,0.0,19.55833848317464,1.0,2.1824426388169133e-05,48
1b,empathy,0,late,mean_diff,0.023981648497283417,0.0,3.576188087463379,1.0,3.950087960428543e-06,48
1b,empathy,0,late,random_orthogonal,0.023697901827593598,0.0,3.5604862372080484,1.0,3.963491285693029e-06,48
1b,empathy,0,mid,mean_diff,0.022862899738053433,0.0,7.419334014256795,1.0,6.798435620680721e-06,48
1b,empathy,0,mid,random_orthogonal,0.023012218686441533,0.0,7.3891472816467285,1.0,5.272788087040681e-06,48
1b,politeness,-1,early,mean_diff,0.029496434183480788,0.2845514093468497,9.385190029939016,0.7154485906531503,8.607340684343588e-05,48
1b,politeness,-1,early,random_orthogonal,0.03129227552562947,0.24262487642189523,9.311370134353638,0.7573751235781048,0.0001224298233258179,48
1b,politeness,-1,late,mean_diff,0.011973433506985454,0.24726172092085427,3.9693642059961953,0.7527382790791458,0.00029778001256388124,48
1b,politeness,-1,late,random_orthogonal,0.010509702144190614,0.28738142680072915,3.2510221948226294,0.7126185731992708,7.224098476399063e-05,48
1b,politeness,-1,mid,mean_diff,0.021952660327466775,0.26691043692267347,7.60829942425092,0.7330895630773265,0.00023616390323387082,48
1b,politeness,-1,mid,random_orthogonal,0.02155185188166792,0.270862847471032,7.008482297261556,0.7291371525289679,0.0001330604597266119,48
1b,politeness,0,early,mean_diff,0.025875551005204483,0.006760395520809866,22.7741273244222,0.9932396044791901,1.6117484468243976e-05,48
1b,politeness,0,early,random_orthogonal,0.025529971656699915,0.0,21.290998458862305,1.0,2.0395638879714777e-05,48
1b,politeness,0,late,mean_diff,0.02398702936867868,0.0,3.5776387055714927,1.0,4.167175262637102e-06,48
1b,politeness,0,late,random_orthogonal,0.0236880987261732,0.0,3.5589953660964966,1.0,4.047521182807638e-06,48
1b,politeness,0,mid,mean_diff,0.0221817881489793,0.0,7.242981751759847,1.0,4.985182461799316e-06,48
1b,politeness,0,mid,random_orthogonal,0.023098845966160266,0.0,7.397892951965332,1.0,5.59530816701681e-06,48
2.8b,confidence,-1,early,mean_diff,0.014047314218866278,0.016716043068510083,23.088523546854656,0.9832839569314898,0.00031020361787640255,48
2.8b,confidence,-1,early,random_orthogonal,0.0151516689996545,0.0046021665457254,24.09834575653076,0.9953978334542746,0.0002994314146841208,48
2.8b,confidence,-1,late,mean_diff,0.017707902899322357,0.0,6.7330300609270735,1.0,0.002987161756512504,48
2.8b,confidence,-1,late,random_orthogonal,0.01579234529829889,0.0,6.263681938250859,1.0,0.0002391602220086021,48
2.8b,confidence,-1,mid,mean_diff,0.01567693640633171,0.004288248446612811,17.72052228450775,0.9957117515533872,0.0004036856465366125,48
2.8b,confidence,-1,mid,random_orthogonal,0.01612407285332054,0.0005523959035683417,15.271253724892935,0.9994476040964316,0.00029594852397465,48
2.8b,confidence,0,early,mean_diff,0.014867191513379367,0.0,21.35322666168213,1.0,0.0006413154800004875,48
2.8b,confidence,0,early,random_orthogonal,0.020493003850181848,0.0,21.98767598470052,1.0,0.0005896342181585562,48
2.8b,confidence,0,late,mean_diff,0.027146682453652166,0.0,6.873607635498047,1.0,0.000382628422054601,48
2.8b,confidence,0,late,random_orthogonal,0.025044463264445416,0.0,6.666913350423177,1.0,0.0002677332504390086,48
2.8b,confidence,0,mid,mean_diff,0.017650021240115134,0.0,14.337432861328125,1.0,0.0006014737767448167,48
2.8b,confidence,0,mid,random_orthogonal,0.023233527938524817,0.0,14.71710697809855,1.0,0.0005373577499388145,48
2.8b,empathy,-1,early,mean_diff,0.01571555268795535,0.00427585465752285,24.463935414950054,0.9957241453424772,0.0003441803482928208,48
2.8b,empathy,-1,early,random_orthogonal,0.015326668353130379,0.004764138356388333,24.238104462623596,0.9952358616436117,0.00030283331352615834,48
2.8b,empathy,-1,late,mean_diff,0.017173009808175214,0.0026164143356549522,6.460304935773213,0.997383585664345,0.00166656108194725,48
2.8b,empathy,-1,late,random_orthogonal,0.015764887347662147,0.0,6.261582136154175,1.0,0.00024022502414780208,48
2.8b,empathy,-1,mid,mean_diff,0.015836590260732867,0.0022158300230962,15.35315070549647,0.9977841699769038,0.0003906235039417938,48
2.8b,empathy,-1,mid,random_orthogonal,0.016080447705462526,0.0007301779723047562,15.257307668526968,0.9992698220276952,0.000283078092555375,48
2.8b,empathy,0,early,mean_diff,0.02063047637542085,0.0,21.766645749409992,1.0,0.0005295729970384355,48
2.8b,empathy,0,early,random_orthogonal,0.020381162253518867,0.0,21.98445479075114,1.0,0.000556028587804225,48
