source_revision,generation_valid_rate,unique_token_ratio_mean,top_token_rate_mean,top_bigram_rate_mean,n
step128000,0.25,0.3471241639436752,0.16708052708606808,0.10530067967240891,72
step143000,0.2222222222222222,0.34336493350999425,0.15930601049708512,0.10506551049494806,72
step16000,0.3194444444444444,0.37925029057475795,0.16162762746325995,0.10245095118362577,72
step64000,0.2916666666666667,0.3597652777221157,0.15743381445034094,0.1047848423144177,72
