evaluator_revision,n,avg_logprob_mean,avg_logprob_ci95_low,avg_logprob_ci95_high,perplexity_mean,perplexity_ci95_low,perplexity_ci95_high,self_preferred_mean,self_preferred_ci95_low,self_preferred_ci95_high,distance_from_diagonal_mean,distance_from_diagonal_ci95_low,distance_from_diagonal_ci95_high,diagonal_margin_logprob_mean,diagonal_margin_logprob_ci95_low,diagonal_margin_logprob_ci95_high
step128000,78,-1.577685337800246,-1.6864520818759234,-1.4789796580297825,5.581315287855641,4.805962951367464,6.527843589386696,0.28205128205128205,0.19230769230769232,0.3717948717948718,53333.333333333336,43012.5,63246.79487179487,0.03800642987092336,-0.06077937599685457,0.13167409797509508
step143000,78,-1.5797382799478679,-1.6884429157353364,-1.4766350669738575,5.6438206039995515,4.848198026920827,6.6320022612898315,0.2692307692307692,0.1794871794871795,0.3717948717948718,62179.48717948718,50088.14102564102,73688.78205128203,-0.04997840009886643,-0.16107152792914162,0.04951263476034689
step16000,78,-1.6526333468082623,-1.7712101579858706,-1.546556753703417,6.268457949427912,5.20579294711987,7.700728378027323,0.3333333333333333,0.23076923076923078,0.44871794871794873,64820.51282051282,53384.61538461538,76068.58974358974,0.06962703665097554,-0.10010207841793696,0.24949338336785631
step64000,78,-1.598767719971828,-1.712308609829499,-1.4966248618104518,5.829661428231645,4.935997460541024,6.984854570999521,0.3333333333333333,0.24358974358974358,0.44871794871794873,45128.205128205125,38627.88461538461,51682.37179487179,0.03274686634540558,-0.03200273425318301,0.09302531993016598
