evaluator_revision,n,avg_logprob_mean,avg_logprob_ci95_low,avg_logprob_ci95_high,perplexity_mean,perplexity_ci95_low,perplexity_ci95_high,self_preferred_mean,self_preferred_ci95_low,self_preferred_ci95_high,distance_from_diagonal_mean,distance_from_diagonal_ci95_low,distance_from_diagonal_ci95_high,diagonal_margin_logprob_mean,diagonal_margin_logprob_ci95_low,diagonal_margin_logprob_ci95_high
step128000,30,-1.0674289027849833,-1.164307448665301,-0.9704288500050704,3.0236654675407877,2.7320947979246353,3.320324523492938,0.16666666666666666,0.03333333333333333,0.3,63000.0,43633.333333333336,80238.33333333333,-0.22519190112749735,-0.2995980116724968,-0.14704584613442423
step143000,30,-1.0622380236784617,-1.1615685865779717,-0.9614925264318784,3.0159379228849588,2.7200381820249033,3.324539670358008,0.3333333333333333,0.16666666666666666,0.5,72000.0,49632.5,91836.66666666666,-0.1746635635693868,-0.273518759260575,-0.08180462256073955
step16000,30,-1.0937659243742626,-1.191320772320032,-0.9907879325250785,3.1127257386774954,2.801341814830388,3.4109767859132645,0.5,0.3325,0.6666666666666666,59800.0,40698.333333333336,79700.83333333333,-0.07416575153668721,-0.16614536836743354,0.018386117666959727
step4000,30,-1.2648426552613576,-1.3711584037045637,-1.1525173048675061,3.730934666662202,3.3160317802600185,4.171192359193096,0.5,0.3333333333333333,0.6674999999999992,67000.0,46730.833333333336,86807.5,0.1055490771929423,0.025939668715000152,0.18341359506050744
step64000,30,-1.0716060519218444,-1.1701718878746032,-0.9752774653335413,3.0469817437780375,2.753347476822669,3.3541533055492283,0.16666666666666666,0.03333333333333333,0.3,50200.0,40299.166666666664,59504.99999999999,-0.24518472949663797,-0.3470521743098895,-0.13935373460253084
