model_size,concept,token_position,layer_bucket,vector_kind,peak_rel_mean,recovery_fraction_mean,total_downstream_change_mean,persistence_mean,next_token_kl_mean,n
2.8b,politeness,0,late,random_orthogonal,0.019620068633230344,0.0,4.028951704502106,1.0,0.00015593806791682646,320
2.8b,politeness,0,mid,linear_probe,0.019565025228075624,0.0,11.61579629778862,1.0,0.0005557322294407195,160
2.8b,politeness,0,mid,mean_diff,0.014954235521145127,0.0,11.034661084413528,1.0,0.0006986058362599113,160
2.8b,politeness,0,mid,random_orthogonal,0.017733806278556537,0.0,11.049725830554962,1.0,0.0005115636134177678,160
410m,confidence,-1,early,linear_probe,0.04564853577758181,0.0,10.644114245474338,1.0,0.0004114106903443327,320
410m,confidence,-1,early,mean_diff,0.046239008277188944,0.0,10.90890842527151,1.0,0.00046215716879482804,320
410m,confidence,-1,early,random_orthogonal,0.04383533792570229,0.0008814477483630697,9.003097958862782,0.9991185522516369,0.00024725242305972175,320
410m,confidence,-1,late,linear_probe,0.019811714254319622,0.0,3.808272183686495,1.0,0.0007099303988524687,320
410m,confidence,-1,late,mean_diff,0.01954422502894881,0.0,3.7579451955854895,1.0,0.0007900700790286869,320
410m,confidence,-1,late,random_orthogonal,0.018687973808846386,0.0,3.5390545815229415,1.0,0.00036884754028955984,320
410m,confidence,-1,mid,linear_probe,0.03848613010486583,0.0,9.321194034814834,1.0,0.0007584071647215231,160
410m,confidence,-1,mid,mean_diff,0.03868417884223159,0.0,8.859606719017028,1.0,0.0006186055952638943,160
410m,confidence,-1,mid,random_orthogonal,0.03895280944416295,0.0,8.30879186987877,1.0,0.0005379674147661175,160
