pair_name,control_kind,graft_mode,token_position_label,layer_label,blend_lambda,n,prompt_count,donor_identity_fraction_mean,donor_identity_fraction_ci95_low,donor_identity_fraction_ci95_high,js_to_host_mean,js_to_host_ci95_low,js_to_host_ci95_high,js_to_donor_mean,js_to_donor_ci95_low,js_to_donor_ci95_high,text_donor_identity_fraction_mean,text_donor_identity_fraction_ci95_low,text_donor_identity_fraction_ci95_high,semantic_donor_identity_fraction_mean,semantic_donor_identity_fraction_ci95_low,semantic_donor_identity_fraction_ci95_high,recovery_fraction_mean,recovery_fraction_ci95_low,recovery_fraction_ci95_high,persistence_mean,persistence_ci95_low,persistence_ci95_high,cad_mean,cad_ci95_low,cad_ci95_high,next_token_kl_mean,next_token_kl_ci95_low,next_token_kl_ci95_high,activation_norm_deviation_mean,activation_norm_deviation_ci95_low,activation_norm_deviation_ci95_high,verbal_donor_claim_mean,verbal_donor_claim_ci95_low,verbal_donor_claim_ci95_high
later_host_young_donor,adjacent,prefix,first_prompt_token,early,0.0,8,8,0.012435814926669371,0.005017591747857883,0.022950780527720985,0.00010359209591115359,6.637387632508762e-05,0.00015222450349483552,0.015096774906851351,0.008198943323804997,0.02497035243432037,0.23899625696761012,0.0841563329627877,0.4152382521547526,0.2221648423138172,0.046168410295728074,0.3994629965792218,0.0,0.0,0.0,1.0,1.0,1.0,3.49613656103611,2.007764384150505,5.68408163189888,0.00041729037548066117,0.0002671064309652138,0.0006139983893262979,0.012368757161311805,0.011487781055620871,0.013249314727727324,1.0,1.0,1.0
later_host_young_donor,adjacent,prefix,first_prompt_token,early,0.25,8,8,0.017658733536385314,0.010333023023456065,0.026403099431748914,0.00017082328395190416,0.00013448375589177885,0.000206401414834545,0.014663660665974021,0.00839045901375357,0.02386798051884397,0.16010240602510717,0.03456043404303125,0.29935884016283915,0.15720272136216326,0.013183865687009754,0.33856212016323317,0.0,0.0,0.0,1.0,1.0,1.0,51.802802085876465,38.45830581188202,73.71414136886597,0.0006836412794655189,0.0005385689129980165,0.0008234961120251683,0.7416039370000362,0.6245306693017483,0.8463978916406631,1.0,1.0,1.0
later_host_young_donor,adjacent,prefix,first_prompt_token,early,0.5,8,8,0.017619713102993057,0.008656858651331686,0.028138325736263514,0.0001671041827648878,0.00011559355466488342,0.00021880053791392126,0.014528522326145321,0.008121173069230282,0.023452089933562084,0.16230153798257943,0.03456043404303125,0.30840824724618565,0.1821164353914731,0.03279486589643642,0.3510570335171418,0.0,0.0,0.0,1.0,1.0,1.0,88.49699878692627,63.24438762664795,125.32457778453826,0.0006701756501570344,0.0004640608733097906,0.0008789440795226255,1.3491656929254532,1.1507428288459778,1.5334699586033822,1.0,1.0,1.0
later_host_young_donor,adjacent,prefix,first_prompt_token,early,0.75,8,8,0.022223621559665764,0.012305782032580726,0.03328404306050399,0.00021697836928069592,0.00015647648324375042,0.0002702380945265758,0.014599721529521048,0.008181401243200525,0.02384875215939246,0.1816787728008289,0.055994567493795014,0.3252360319910478,0.1920573122131443,0.04300384727420245,0.3576516152384674,0.0,0.0,0.0,1.0,1.0,1.0,111.4349570274353,83.24156911373139,156.34637928009033,0.0008696203585714102,0.0006269845134738716,0.0010861924325581637,1.8447514772415161,1.5994917303323746,2.0873566970229147,1.0,1.0,1.0
later_host_young_donor,adjacent,prefix,first_prompt_token,early,1.0,8,8,0.02982920028859292,0.011941734836764986,0.0509179341639957,0.0002646675675350707,0.00016277215790978518,0.00036308749422460097,0.01488418597728014,0.008254044926434289,0.02445862960303202,0.11901113070772978,0.03456043404303125,0.24349957140400388,0.11262942853641514,0.01653280966517462,0.23916602783801907,0.0,0.0,0.0,1.0,1.0,1.0,116.71094608306885,85.54796862602234,165.12836885452268,0.0010583821240288671,0.0006510977233119775,0.0014535053908730333,2.253069832921028,1.9858508557081223,2.527772769331932,1.0,1.0,1.0
later_host_young_donor,adjacent,prefix,first_prompt_token,early_middle,0.0,8,8,0.012435814926669371,0.005017591747857883,0.022950780527720985,0.00010359209591115359,6.637387632508762e-05,0.00015222450349483552,0.015096774906851351,0.008198943323804997,0.02497035243432037,0.23899625696761012,0.0841563329627877,0.4152382521547526,0.2221648423138172,0.046168410295728074,0.3994629965792218,0.0,0.0,0.0,1.0,1.0,1.0,3.49613656103611,2.007764384150505,5.68408163189888,0.00041729037548066117,0.0002671064309652138,0.0006139983893262979,0.18712730845436454,0.07043571770191193,0.3449701726087369,1.0,1.0,1.0
later_host_young_donor,adjacent,prefix,first_prompt_token,early_middle,0.25,8,8,0.03545165768064373,0.01793223601127225,0.061643370638265416,0.0003595094931370113,0.00025396891851414694,0.0004701077268691733,0.01566901901969686,0.008825617670663633,0.024912557392963202,0.18077714621747693,0.055994567493795014,0.32183779303686144,0.18671645531353803,0.04300384727420245,0.34893282338967646,0.0,0.0,0.0,1.0,1.0,1.0,433.4327735900879,403.58448791503906,460.65678396224973,0.001453269062039908,0.001023769885978254,0.0018997569790371925,14.517398953437805,13.402831315994263,15.582100918889045,1.0,1.0,1.0
later_host_young_donor,adjacent,prefix,first_prompt_token,early_middle,0.5,8,8,0.046274217858080564,0.022766696439989267,0.07224185158319832,0.00047115458801272325,0.00033455694592703366,0.000604953826405108,0.015826580522116274,0.008915284914837684,0.025363293268310372,0.14230838288570832,0.017280217021515627,0.2842664113508974,0.16505945363514188,0.019775798530513554,0.3432640336196309,0.0,0.0,0.0,1.0,1.0,1.0,741.1470413208008,701.8104705810547,776.3264579772949,0.0019008724266313948,0.0013504702386853752,0.002440257451235084,29.118908643722534,27.47972583770752,30.6253022313118,1.0,1.0,1.0
later_host_young_donor,adjacent,prefix,first_prompt_token,early_middle,0.75,8,8,0.05490559647250741,0.028851892531507346,0.08453739145686859,0.0006033405370544642,0.0004323126022427459,0.0007921780788819888,0.016295735957100987,0.009217893407912925,0.026157697645248845,0.1625934388154126,0.03456043404303125,0.3101155494574439,0.1580484912107826,0.013183865687009291,0.3353454989615849,0.0,0.0,0.0,1.0,1.0,1.0,916.637939453125,876.0583517074585,955.4585969924926,0.0024419295805273578,0.0017465799999627051,0.00321065160096623,41.972200870513916,39.93692107200623,43.95977565050125,1.0,1.0,1.0
later_host_young_donor,adjacent,prefix,first_prompt_token,early_middle,1.0,8,8,0.061114538901182076,0.0288822874417083,0.09717845279557956,0.0006412096263375133,0.0004472161781450268,0.0008361523537132598,0.016384984366595745,0.009121121362841222,0.026629246772790792,0.07976440984327914,0.0,0.20473279548680617,0.06818576050522329,-7.751084543201219e-16,0.1913734158286613,0.0,0.0,0.0,1.0,1.0,1.0,984.538444519043,940.4405107498169,1023.7921142578125,0.0025994056777562946,0.0018064869072986767,0.0034067420801875414,52.85060262680054,50.57384363412857,54.985994851589204,1.0,1.0,1.0
