model_id,model_family,model_size_label,identity_frame,concept_axis,injection_site,layer_index,layer_bucket,vector_kind,alpha,axis_shift_mean,peak_displacement_mean,total_downstream_change_mean,end_of_pass_distance_mean,recovery_fraction_mean,next_token_kl_mean,next_token_js_mean,n
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,expansive_vs_terse,last_prompt,2,early,label_shuffled,-1.0,0.00020065437284794716,0.7582298517227173,73.10590124130249,0.034349123015999794,0.0903346632817391,0.08520609699189663,0.020976806059479713,4
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,expansive_vs_terse,last_prompt,2,early,label_shuffled,1.0,0.0067449583985687575,0.8559347540140152,93.63162839412689,0.054106464609503746,0.005170676488502555,0.1795890647917986,0.04115681489929557,4
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,expansive_vs_terse,last_prompt,2,early,mean_diff,-1.0,-0.010552964740720362,8.71639621257782,882.6525015830994,0.16681107878684998,0.6199629953952013,1.897554099559784,0.33437496423721313,4
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,expansive_vs_terse,last_prompt,2,early,mean_diff,1.0,0.006945612771416705,0.6065546870231628,47.62592315673828,0.022399417124688625,0.18347541914808982,0.047843046486377716,0.011811688775196671,4
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,expansive_vs_terse,last_prompt,2,early,random_orthogonal,-1.0,0.0,0.8280658274888992,89.47876620292664,0.045995211228728294,0.01305936224097224,0.17282238230109215,0.041925507597625256,4
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,expansive_vs_terse,last_prompt,2,early,random_orthogonal,1.0,-0.003986792536677292,0.7481084018945694,94.65923583507538,0.05296360049396753,0.0,0.18951669707894325,0.04841612186282873,4
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,expansive_vs_terse,last_prompt,9,late,label_shuffled,-1.0,0.008845266909843521,0.8486500829458237,85.89827680587769,0.1227361373603344,0.0,0.7611679285764694,0.14165425300598145,4
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,expansive_vs_terse,last_prompt,9,late,label_shuffled,1.0,0.014115984751513579,0.8868863731622696,89.26161766052246,0.12909269705414772,0.0,1.087533414363861,0.22142641618847847,4
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,expansive_vs_terse,last_prompt,9,late,mean_diff,-1.0,0.0009321299560834297,0.36637935042381287,31.849109411239624,0.040240516886115074,0.012411526227425898,0.05636667739599943,0.013770922552794218,4
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,expansive_vs_terse,last_prompt,9,late,mean_diff,1.0,0.0049014323448798225,0.54336117208004,41.39019417762756,0.04644842632114887,0.21595651388313358,0.09001526236534119,0.02250133454799652,4
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,expansive_vs_terse,last_prompt,9,late,random_orthogonal,-1.0,0.01206736080399085,0.8882892280817032,86.58179330825806,0.11819379590451717,0.0,0.4483404979109764,0.10374741069972515,4
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,expansive_vs_terse,last_prompt,9,late,random_orthogonal,1.0,0.009021716636939197,0.8842537999153137,88.12066173553467,0.12112920731306076,0.0,0.5438126921653748,0.11761348694562912,4
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,first_generated,2,early,label_shuffled,-1.0,0.006610693541162853,5.304618000984192,632.5028207302094,0.18380998075008392,0.3946741558999346,2.789347678422928,0.44827841222286224,4
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,first_generated,2,early,label_shuffled,1.0,0.0026992757775263906,0.4363346993923187,44.124126970767975,0.025336008984595537,0.1736556054679777,0.03815764095634222,0.009387144586071372,4
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,first_generated,2,early,mean_diff,-1.0,0.009107592886003178,5.289466917514801,631.6217572689056,0.18589597567915916,0.38534052617925896,2.7313035130500793,0.44262316823005676,4
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,first_generated,2,early,mean_diff,1.0,0.0026992757775263906,0.4434307664632797,45.77481460571289,0.026638477575033903,0.1461938287482271,0.036678755190223455,0.009079152485355735,4
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,first_generated,2,early,random_orthogonal,-1.0,0.005470191301100865,0.676395982503891,92.65140175819397,0.0625856053084135,0.01726288330714131,0.14258108846843243,0.03780804015696049,4
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,first_generated,2,early,random_orthogonal,1.0,0.00515106510199528,0.6510455012321472,85.12344777584076,0.058715847320854664,0.0,0.17400561179965734,0.04167692200280726,4
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,first_generated,9,late,label_shuffled,-1.0,0.0,0.47394730895757675,44.2748863697052,0.07031376287341118,0.006539654981042757,0.1561526209115982,0.03332722233608365,4
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,first_generated,9,late,label_shuffled,1.0,0.005470191301100865,0.5131535902619362,41.608657121658325,0.060108669102191925,0.12496553068963193,0.1924458835273981,0.052090324461460114,4
