model_id,model_family,model_size_label,identity_frame,concept_axis,injection_site,layer_index,layer_bucket,vector_kind,alpha,axis_shift_mean,peak_displacement_mean,total_downstream_change_mean,end_of_pass_distance_mean,recovery_fraction_mean,next_token_kl_mean,next_token_js_mean,n
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,last_prompt,1,early,random_orthogonal,-1.0,0.005321574055200142,0.8356795907020569,49.95217001438141,0.0558208953589201,0.0,0.4201023355126381,0.09649006649851799,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,last_prompt,1,early,random_orthogonal,1.0,-0.00196867855007566,0.8867834508419037,58.27100110054016,0.061115650460124016,0.0,0.666988879442215,0.15787632763385773,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,last_prompt,4,late,label_shuffled,-1.0,-0.00222439214002979,0.9540751427412033,44.376986026763916,0.06486557517200708,0.0,0.29895903915166855,0.07530602253973484,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,last_prompt,4,late,label_shuffled,1.0,-0.0009800097928299818,1.099777102470398,46.89248323440552,0.06516536604613066,0.0,0.4137759730219841,0.09384429454803467,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,last_prompt,4,late,mean_diff,-1.0,-0.0025515763445256535,0.9777472466230392,45.7261381149292,0.06703719776123762,0.0,0.32043958455324173,0.08094266802072525,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,last_prompt,4,late,mean_diff,1.0,-0.0003351437375820488,1.104344129562378,47.481807708740234,0.06632590014487505,0.0,0.4090934544801712,0.09416580200195312,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,last_prompt,4,late,random_orthogonal,-1.0,0.006462193078138563,0.7975293546915054,57.45331621170044,0.100307896733284,0.0,1.3610659539699554,0.3122793510556221,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,last_prompt,4,late,random_orthogonal,1.0,-0.0011185538270703016,1.0612085461616516,55.90011692047119,0.08703569509088993,0.0,0.7230143323540688,0.1500375159084797,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,first_generated,1,early,label_shuffled,-1.0,0.01122755448703645,0.6820960193872452,46.28782653808594,0.05373220890760422,0.0,0.25309741619275883,0.06682835702667944,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,first_generated,1,early,label_shuffled,1.0,-0.002242077382716374,0.8719175606966019,53.87699246406555,0.058909560553729534,0.0,0.27165191480889916,0.06741628209420014,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,first_generated,1,early,mean_diff,-1.0,-0.008768339449507126,16.32348608970642,678.2299995422363,0.3241296261548996,0.2453614098397564,6.589691519737244,0.6571068465709686,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,first_generated,1,early,mean_diff,1.0,0.004169955229173278,0.522764727473259,29.399806022644043,0.03222245769575238,0.0,0.05399070639396086,0.013845945795765147,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,first_generated,1,early,random_orthogonal,-1.0,-0.004448542159657613,0.6819497644901276,51.328094363212585,0.06296245194971561,0.0,0.32638021744787693,0.07692672609118745,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,first_generated,1,early,random_orthogonal,1.0,-0.002662898628255958,0.7165435254573822,60.8126494884491,0.07566019054502249,0.0,0.4057459868490696,0.11126524209976196,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,first_generated,4,late,label_shuffled,-1.0,-0.007783716130292585,0.9070028513669968,58.99075484275818,0.10165060311555862,0.0,0.7517532147467136,0.1748189488425851,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,first_generated,4,late,label_shuffled,1.0,-0.002737041212315239,0.6712107360363007,55.166502237319946,0.10139525681734085,0.0,0.4913240447640419,0.12367613613605499,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,first_generated,4,late,mean_diff,-1.0,0.0,0.9334100484848022,47.354912757873535,0.0742353443056345,0.0,0.17987040150910616,0.04514679778367281,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,first_generated,4,late,mean_diff,1.0,-0.010667605615832233,0.8577661961317062,46.09019875526428,0.0741006899625063,0.0,0.31963006826117635,0.0603246393147856,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,first_generated,4,late,random_orthogonal,-1.0,-0.004552185899806289,0.7520922869443893,60.991124868392944,0.11173350177705288,0.0,0.6265104762278497,0.14323203195817769,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,first_generated,4,late,random_orthogonal,1.0,-0.004578623772118108,1.031076967716217,69.61583185195923,0.12138967029750347,0.0,1.3034065142273903,0.28652558475732803,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,last_prompt,1,early,label_shuffled,-1.0,-0.00542160432797156,0.9628081023693085,59.199007868766785,0.06768315006047487,0.0,1.3191416710615158,0.2888708524405956,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,last_prompt,1,early,label_shuffled,1.0,-0.005306835279030994,0.8398830592632294,50.63870346546173,0.05632358696311712,0.0,0.490457147359848,0.1163620762526989,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,last_prompt,1,early,mean_diff,-1.0,-0.00542160432797156,17.35083293914795,592.1602649688721,0.17560474202036858,0.5768369761808579,2.3745473623275757,0.39612695574760437,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,last_prompt,1,early,mean_diff,1.0,-0.00594649820962124,0.6362388879060745,35.339409589767456,0.038824185729026794,0.0,0.19747977703809738,0.047318730503320694,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,last_prompt,1,early,random_orthogonal,-1.0,-0.004759597830772794,0.810584768652916,46.835227370262146,0.052811396308243275,0.0,0.3731455057859421,0.08376068063080311,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,last_prompt,1,early,random_orthogonal,1.0,-0.00542160432797156,0.8574069738388062,55.274096965789795,0.06098319962620735,0.0,0.5750982016324997,0.13028826750814915,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,last_prompt,4,late,label_shuffled,-1.0,-0.003407863627262469,0.8941577672958374,52.0470666885376,0.0850022416561842,0.0,0.9585537165403366,0.21147846803069115,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,last_prompt,4,late,label_shuffled,1.0,-0.00542160432797156,0.7179144024848938,48.3091983795166,0.08308836631476879,0.0,0.5717335119843483,0.1299936044961214,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,last_prompt,4,late,mean_diff,-1.0,-0.00542160432797156,0.938824936747551,43.820232629776,0.06475821323692799,0.0,0.30301498994231224,0.07419039495289326,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,last_prompt,4,late,mean_diff,1.0,-0.008017829632887774,0.9347466826438904,42.36958289146423,0.06184427533298731,0.0,0.44523850083351135,0.10371081903576851,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,last_prompt,4,late,random_orthogonal,-1.0,-0.002313314075612787,0.7894210070371628,56.19497537612915,0.09827361814677715,0.0,1.227052927017212,0.2851938530802727,4
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,last_prompt,4,late,random_orthogonal,1.0,-0.00542160432797156,1.033988282084465,55.371379375457764,0.08754227496683598,0.0,0.7966445535421371,0.1603078693151474,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,first_generated,1,early,label_shuffled,-1.0,0.000111780865373186,17.15028142929077,774.9575910568237,0.4112171530723572,0.1394699627644363,9.483122706413269,0.6283280253410339,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,first_generated,1,early,label_shuffled,1.0,0.005592667957741176,0.5398641005158424,32.67115819454193,0.033248897176235914,0.0,0.18196041136980057,0.046088873874396086,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,first_generated,1,early,mean_diff,-1.0,0.004076993964202556,15.697079420089722,651.7292900085449,0.2693362534046173,0.37874449196635324,6.217773139476776,0.5705239698290825,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,first_generated,1,early,mean_diff,1.0,0.008967795449716792,0.5160648301243782,30.528457701206207,0.03303989488631487,0.0,0.11732690874487162,0.02958753751590848,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,first_generated,1,early,random_orthogonal,-1.0,0.0027573461196278505,0.6742586344480515,48.73071038722992,0.055255256593227386,0.0,0.44806672260165215,0.10579904168844223,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,first_generated,1,early,random_orthogonal,1.0,0.00014052634939376325,0.7109051793813705,55.28777551651001,0.06351309735327959,0.0,0.25179076194763184,0.06677919253706932,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,first_generated,4,late,label_shuffled,-1.0,0.013618096275106023,0.9167333096265793,43.889453172683716,0.06603530887514353,0.0,0.5455563403666019,0.11450318712741137,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,first_generated,4,late,label_shuffled,1.0,0.0,0.818009614944458,40.5063841342926,0.06183604896068573,0.0,0.36871240474283695,0.06483029294759035,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,first_generated,4,late,mean_diff,-1.0,0.0017578694503657356,0.9382306188344955,45.133949279785156,0.06807612348347902,0.0,0.4521395042538643,0.10006381431594491,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,first_generated,4,late,mean_diff,1.0,0.0,0.8199132233858109,40.82488989830017,0.062486063688993454,0.0,0.3254986833781004,0.05901256762444973,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,first_generated,4,late,random_orthogonal,-1.0,-0.004287025682082115,0.7166273444890976,55.61294484138489,0.09996323846280575,0.0,1.0753799825906754,0.21866918355226517,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,first_generated,4,late,random_orthogonal,1.0,0.0073648004294630115,0.9473430067300797,62.09956645965576,0.10616177693009377,0.0,1.206339105963707,0.25737491995096207,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,last_prompt,1,early,label_shuffled,-1.0,-0.0015333839310414286,19.28515863418579,698.0920915603638,0.2886051908135414,0.36151913378167877,4.21140593290329,0.5583719611167908,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,last_prompt,1,early,label_shuffled,1.0,0.0,0.6765924245119095,27.179474234580994,0.025686448905617,0.0,0.12352065742015839,0.029464534483850002,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,last_prompt,1,early,mean_diff,-1.0,-0.0015333839310414286,18.07292938232422,615.2597599029541,0.20127927139401436,0.5249578962623298,3.5662952661514282,0.516622819006443,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,last_prompt,1,early,mean_diff,1.0,0.0,0.6021905094385147,28.455618798732758,0.02805473655462265,0.0,0.12430187873542309,0.029148897621780634,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,last_prompt,1,early,random_orthogonal,-1.0,0.0,0.8403306901454926,47.32928395271301,0.05196214001625776,0.0,0.2629816383123398,0.06192380841821432,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,last_prompt,1,early,random_orthogonal,1.0,0.0024464970058326696,0.9147435575723648,57.96315360069275,0.06264120806008577,0.0,0.5898706093430519,0.13817192800343037,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,last_prompt,4,late,label_shuffled,-1.0,0.005966440110448076,0.8966813385486603,43.919440507888794,0.06561070773750544,0.0,0.3009392246603966,0.07508670724928379,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,last_prompt,4,late,label_shuffled,1.0,0.0,0.9704683572053909,43.23681569099426,0.0612946804612875,0.0,0.386077918112278,0.08823060989379883,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,last_prompt,4,late,mean_diff,-1.0,0.0,0.9173436462879181,45.22371459007263,0.06778333801776171,0.0,0.3231889083981514,0.0776457916945219,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,last_prompt,4,late,mean_diff,1.0,0.0,0.9722126871347427,43.763787031173706,0.062417312525212765,0.0,0.4015539586544037,0.09133356437087059,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,last_prompt,4,late,random_orthogonal,-1.0,0.01009363092565653,0.7624911516904831,57.58609580993652,0.10160112753510475,0.0,1.3690789341926575,0.31090936064720154,4
EleutherAI/pythia-70m,pythia,70m,tool_only,cautious_vs_assertive,last_prompt,4,late,random_orthogonal,1.0,0.004314245143335414,0.981760635972023,54.95455241203308,0.08743066526949406,0.0,0.7882014214992523,0.15429156087338924,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,first_generated,1,early,label_shuffled,-1.0,0.0003273312621942326,1.5774622559547424,88.03227972984314,0.07891263253986835,0.0,0.7967656804248691,0.1516788150765933,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,first_generated,1,early,label_shuffled,1.0,0.0017654183775708838,0.6229081600904465,44.2371883392334,0.05160745233297348,0.0,0.08264908619457856,0.02038887338130735,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,first_generated,1,early,mean_diff,-1.0,-0.0070700777661093,14.037407398223877,682.6232976913452,0.38247422873973846,0.09911027239432454,6.535599410533905,0.6391986906528473,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,first_generated,1,early,mean_diff,1.0,0.0015845175893301525,0.43525534123182297,29.792419731616974,0.03584895469248295,0.0,0.05582894993131049,0.013765612960924045,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,first_generated,1,early,random_orthogonal,-1.0,-6.960727437487456e-05,0.5942072123289108,49.98855245113373,0.06300532445311546,0.0,0.08523282269015908,0.020739388215588406,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,first_generated,1,early,random_orthogonal,1.0,0.0030687167613706163,0.622920885682106,64.95230340957642,0.0855563497170806,0.0,0.353587981313467,0.10445515811443329,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,first_generated,4,late,label_shuffled,-1.0,0.005933243205050891,0.8406265079975128,60.245649099349976,0.10705317370593548,0.0,0.33245344646275043,0.08155010984046385,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,first_generated,4,late,label_shuffled,1.0,-0.004170161597191566,0.6006032824516296,53.462088108062744,0.10021716542541981,0.0,0.4147091433405876,0.12070603109896183,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,first_generated,4,late,mean_diff,-1.0,0.005243209103585339,0.898762121796608,47.91134977340698,0.07691200450062752,0.0,0.15127967484295368,0.03776303096674383,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,first_generated,4,late,mean_diff,1.0,-0.013148841582383232,0.7016309499740601,43.14324331283569,0.0731134694069624,0.0,0.10862151253968477,0.025738917058333755,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,first_generated,4,late,random_orthogonal,-1.0,-0.003376163639693815,0.716596782207489,59.43852519989014,0.10966284573078156,0.0,0.2639144924469292,0.0622371188364923,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,first_generated,4,late,random_orthogonal,1.0,-0.0012064932052923954,0.8752483129501343,68.21432065963745,0.12396243400871754,0.0,1.8967309445142746,0.3906722441315651,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,last_prompt,1,early,label_shuffled,-1.0,0.009244459051868843,0.9825590401887894,59.5459771156311,0.06955510843545198,0.0,1.3049959242343903,0.2861194871366024,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,last_prompt,1,early,label_shuffled,1.0,0.0,0.8589010238647461,49.48528230190277,0.05622070096433163,0.0,0.3052918389439583,0.07292869687080383,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,last_prompt,1,early,mean_diff,-1.0,9.883686690562513e-06,17.757441997528076,612.3737115859985,0.19733868166804314,0.5322930242293346,3.1131598949432373,0.4524620547890663,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,last_prompt,1,early,mean_diff,1.0,0.004567046757236004,0.6161597222089767,32.429897248744965,0.034923287108540535,0.0,0.21001377701759338,0.05113752745091915,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,last_prompt,1,early,random_orthogonal,-1.0,0.0,0.8138083964586258,43.604581117630005,0.04727395623922348,0.0,0.2278219349682331,0.05407779756933451,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,last_prompt,1,early,random_orthogonal,1.0,0.009244459051868843,0.8873253464698792,55.63936793804169,0.06258143670856953,0.0,0.5985949635505676,0.12846076488494873,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,last_prompt,4,late,label_shuffled,-1.0,0.01950499895837425,0.8582909256219864,51.52236294746399,0.08499946817755699,0.0,0.9684973508119583,0.21073117852210999,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,last_prompt,4,late,label_shuffled,1.0,0.002456967239316046,0.6780660301446915,47.367722034454346,0.08225996606051922,0.0,0.5464112237095833,0.1285469103604555,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,last_prompt,4,late,mean_diff,-1.0,0.0,0.9045104831457138,43.83871340751648,0.0659099817276001,0.0,0.26302679255604744,0.06433843728154898,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,last_prompt,4,late,mean_diff,1.0,-0.009933227737991593,0.8451032489538193,39.915236711502075,0.05931051541119814,0.0,0.3912220522761345,0.09351564198732376,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,last_prompt,4,late,random_orthogonal,-1.0,-0.006549011587700134,0.7490192204713821,55.590707540512085,0.0982416644692421,0.0,1.2005792558193207,0.2870653122663498,4
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,last_prompt,4,late,random_orthogonal,1.0,0.023120615139906618,0.9718776643276215,54.50403618812561,0.0876340251415968,0.0,1.0199455320835114,0.18573378026485443,4
