model_size_label,identity_frame,axis_name,self_sign_accuracy_mean,other_sign_accuracy_mean,predicted_boundary_margin_mean,predicted_boundary_confidence_mean,actual_boundary_margin_no_steer_mean,actual_boundary_margin_steer_mean,boundary_margin_delta_mean,boundary_order_match_no_steer_mean,boundary_order_match_steer_mean,boundary_retention_no_steer_mean,boundary_retention_steer_mean,boundary_collapse_rate,boundary_prediction_valid_rate,self_prediction_advantage_no_steer_mean,self_prediction_advantage_steer_mean,other_prediction_advantage_mean,self_moved_toward_other_actual_mean,self_moved_toward_other_prediction_mean,self_vs_other_style_distance_mean,steered_self_vs_other_style_distance_mean,self_vs_other_semantic_overlap_mean,steered_self_vs_other_semantic_overlap_mean,seed_count,n
1b,family_self,cautious_vs_assertive,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.4900217238399718,0.011788322690913839,0.01198269013308875,0.00019436744217491136,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.313778174960363,1.4952544599250026,0.27053258416352866,0.29580590838064696,3,18
1b,family_self,collaborative_vs_authoritative,1.0,0.8333333333333334,1.0,0.5309971802764468,0.010423714510727704,0.014695937884649192,0.004272223373921487,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.6990542614969715,1.9386909884373986,0.4929730868917344,0.21602893301737985,3,18
1b,family_self,expansive_vs_terse,1.0,1.0,0.9166666666666666,0.548701587650511,0.030940674596587336,0.014333947544311209,-0.01660672705227613,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.1111111111111111,1.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.620401028476588,0.7053251257776014,0.5900752964020564,0.618269892732293,3,18
1b,family_self,selfref_vs_impersonal,1.0,0.6666666666666666,0.0,0.3104451398054759,0.006296096490909367,0.008854651053349658,0.002558554562440291,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.7342537507808271,0.7969869634319341,0.5225842351846387,0.4687652639113346,3,18
