model_size_label,identity_frame,boundary_match_no_steer_mean,boundary_match_no_steer_ci95_low,boundary_match_no_steer_ci95_high,boundary_match_no_steer_cluster_mean,boundary_match_no_steer_cluster_ci95_low,boundary_match_no_steer_cluster_ci95_high,boundary_match_no_steer_cluster_count,boundary_match_no_steer_cluster_non_tie_count,boundary_match_no_steer_cluster_tie_count,boundary_match_no_steer_cluster_hits_above_chance,boundary_match_no_steer_cluster_sign_p_value_vs_chance,boundary_match_steer_mean,boundary_match_steer_ci95_low,boundary_match_steer_ci95_high,boundary_match_steer_cluster_mean,boundary_match_steer_cluster_ci95_low,boundary_match_steer_cluster_ci95_high,boundary_match_steer_cluster_count,boundary_match_steer_cluster_non_tie_count,boundary_match_steer_cluster_tie_count,boundary_match_steer_cluster_hits_above_chance,boundary_match_steer_cluster_sign_p_value_vs_chance,boundary_transfer_delta,self_prediction_advantage_no_steer_mean,self_prediction_advantage_steer_mean,other_prediction_advantage_mean,self_moved_toward_other_actual_mean,boundary_margin_delta_mean,predicted_boundary_confidence_mean,seed_count,n,valid_n_no_steer,valid_n_steer,p_value_no_steer_vs_chance,p_value_steer_vs_chance,p_value_no_steer_holm,p_value_steer_holm,boundary_match_no_steer_cluster_sign_p_value_vs_chance_holm,boundary_match_steer_cluster_sign_p_value_vs_chance_holm
1b,family_self,0.4027777777777778,0.2916666666666667,0.5138888888888888,0.40277777777777773,0.20833333333333334,0.5833333333333334,24,24,0,10,0.8462718725204479,0.3888888888888889,0.2777777777777778,0.5,0.38888888888888884,0.19444444444444442,0.5833333333333334,24,23,1,9,0.8949801921844535,-0.013888888888888895,0.0,0.0,0.0,0.2916666666666667,-0.0023953954184348708,0.4700414078931014,3,72,72,72,0.1309139638262213,0.18991303581697355,0.1309139638262213,0.18991303581697355,0.8462718725204479,0.8949801921844535
