source_revision,generation_valid_rate,unique_token_ratio_mean,top_token_rate_mean,top_bigram_rate_mean,n
step128000,0.4166666666666667,0.4622202160788685,0.15999680347207204,0.0840170219005024,12
step143000,0.3333333333333333,0.4145347001727922,0.1455712750208572,0.0906609994658646,12
step16000,0.3333333333333333,0.38433498456225984,0.14431991007265774,0.09764416665120651,12
step64000,0.3333333333333333,0.41739892250793575,0.14510278317197609,0.09709143469236636,12
