model_size_label,identity_frame,n,accuracy_mean,selected_label_1_rate,selected_label_2_rate,selected_label_3_rate,selected_label_max_rate,selected_label_entropy_norm,self_label_1_accuracy,self_label_2_accuracy,self_label_3_accuracy,self_label_accuracy_spread,selection_confidence_mean,selection_confidence_median,selection_confidence_p10,selection_confidence_p90,low_confidence_rate_lt_0_5
1b,family_self,720,0.3402777777777778,0.7708333333333334,0.04861111111111111,0.18055555555555555,0.7708333333333334,0.5977451352892411,0.75,0.041666666666666664,0.22916666666666666,0.7083333333333334,0.6438855334288545,0.6360882222652435,0.4184117019176483,0.874968945980072,0.2638888888888889
