model_size_label,identity_frame,accuracy_mean,accuracy_ci95_low,accuracy_ci95_high,hits,trials,seed_count,p_value_vs_chance,row_p_value_vs_chance,cluster_accuracy_mean,cluster_accuracy_ci95_low,cluster_accuracy_ci95_high,cluster_count,cluster_hits_above_chance,cluster_non_tie_count,cluster_tie_count,cluster_sign_p_value_vs_chance,p_value_vs_chance_holm,cluster_sign_p_value_vs_chance_holm
1b,family_self,0.3402777777777778,0.30552083333333335,0.3763888888888889,245,720,5,0.35959000401959795,0.35959000401959795,0.34027777777777773,0.2986111111111111,0.38888888888888884,24,4,8,16,0.6367187499999992,0.35959000401959795,0.6367187499999992
