model_size_label,identity_frame,axis_name,n,accuracy_mean,selected_label_1_rate,selected_label_2_rate,selected_label_3_rate,selected_label_max_rate,selected_label_entropy_norm,self_label_1_accuracy,self_label_2_accuracy,self_label_3_accuracy,self_label_accuracy_spread,selection_confidence_mean,selection_confidence_median,selection_confidence_p10,selection_confidence_p90,low_confidence_rate_lt_0_5
1b,family_self,collaborative_vs_authoritative,180,0.4166666666666667,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.41011848630651804,0.9166666666666666,0.0,0.3333333333333333,0.9166666666666666,0.6347895935177803,0.6330037415027618,0.4768998324871063,0.7825193405151367,0.19444444444444445
1b,family_self,cautious_vs_assertive,180,0.3055555555555556,0.8333333333333334,0.05555555555555555,0.1111111111111111,0.8333333333333334,0.5066818470208005,0.8333333333333334,0.0,0.08333333333333333,0.8333333333333334,0.7868948926528295,0.8595387637615204,0.4983968436717987,0.8980180025100708,0.1111111111111111
1b,family_self,expansive_vs_terse,180,0.3333333333333333,0.75,0.08333333333333333,0.16666666666666666,0.75,0.6567045482143385,0.75,0.08333333333333333,0.16666666666666666,0.6666666666666666,0.5728482802708944,0.5563995540142059,0.4062533378601074,0.77689129114151,0.4166666666666667
1b,family_self,selfref_vs_impersonal,180,0.3055555555555556,0.6666666666666666,0.05555555555555555,0.2777777777777778,0.6666666666666666,0.7160863263878677,0.5,0.08333333333333333,0.3333333333333333,0.4166666666666667,0.5810093672739135,0.6272732317447662,0.3939670920372009,0.77689129114151,0.3333333333333333
