model_size_label,identity_frame,axis_name,strength_magnitude,self_recognition_accuracy_mean,baseline_vs_contrary_axis_gap_mean,baseline_vs_alt_axis_gap_mean,baseline_vs_contrary_style_distance_mean,baseline_vs_alt_style_distance_mean,seed_count,n
1b,family_self,cautious_vs_assertive,1.0,0.3055555555555556,0.005931154995711169,0.011788846284477312,0.6789341136556183,1.3137781749603632,5,180
1b,family_self,collaborative_vs_authoritative,1.0,0.4166666666666667,0.0059813981703557804,0.010429869708806607,1.9444276189117842,0.6990542614969715,5,180
1b,family_self,expansive_vs_terse,1.0,0.3333333333333333,0.02976732862465975,0.03098574742592733,0.8635631657636441,0.6204010284765881,5,180
1b,family_self,selfref_vs_impersonal,1.0,0.3055555555555556,0.002558679001025155,0.00629641693097461,0.18877826575834047,0.7342537507808272,5,180
