model_size_label,identity_frame,axis_name,boundary_match_no_steer_mean,boundary_match_no_steer_ci95_low,boundary_match_no_steer_ci95_high,boundary_match_steer_mean,boundary_match_steer_ci95_low,boundary_match_steer_ci95_high,boundary_transfer_delta,self_prediction_advantage_no_steer_mean,self_prediction_advantage_steer_mean,other_prediction_advantage_mean,self_moved_toward_other_actual_mean,boundary_margin_delta_mean,predicted_boundary_confidence_mean,seed_count,n,valid_n_no_steer,valid_n_steer,p_value_no_steer_vs_chance,p_value_steer_vs_chance,p_value_no_steer_holm,p_value_steer_holm
1b,family_self,cautious_vs_assertive,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.0,0.16666666666666666,0.16666666666666666,-0.16666666666666666,0.3333333333333333,-0.004724926334622767,0.4828974703947703,2,12,12,12,0.6069253219077931,0.6069253219077931,1.0,1.0
1b,family_self,collaborative_vs_authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14794348560032822,0.14121765072566198,-0.20261309523501106,0.5,0.00470277536665475,0.2753623810907205,2,12,12,12,0.9999999999999998,0.9999999999999998,1.0,1.0
1b,family_self,expansive_vs_terse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2263736762438341,0.2179979874825392,-0.24168223322230975,0.3333333333333333,0.00217048546260985,0.4165679067373276,2,12,12,12,0.9999999999999998,0.9999999999999998,1.0,1.0
1b,family_self,selfref_vs_impersonal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3269175643739725,0.321955035364239,-0.3341323829287249,0.16666666666666666,0.0028131964656974338,0.3703724170724551,2,12,12,12,0.9999999999999998,0.9999999999999998,1.0,1.0
