model_size_label,identity_frame,boundary_match_no_steer_mean,boundary_match_no_steer_ci95_low,boundary_match_no_steer_ci95_high,boundary_match_steer_mean,boundary_match_steer_ci95_low,boundary_match_steer_ci95_high,boundary_transfer_delta,self_prediction_advantage_no_steer_mean,self_prediction_advantage_steer_mean,other_prediction_advantage_mean,self_moved_toward_other_actual_mean,boundary_margin_delta_mean,predicted_boundary_confidence_mean,seed_count,n,valid_n_no_steer,valid_n_steer,p_value_no_steer_vs_chance,p_value_steer_vs_chance,p_value_no_steer_holm,p_value_steer_holm
1b,family_self,0.08333333333333333,0.020833333333333332,0.16666666666666666,0.08333333333333333,0.020833333333333332,0.16666666666666666,0.0,0.21697534822120038,0.21195933505977668,-0.23627359451317811,0.3333333333333333,0.0012403827400848165,0.3863000438238184,2,48,48,48,0.9999912875428428,0.9999912875428428,0.9999912875428428,0.9999912875428428
