source_revision,n,avg_logprob_mean,avg_logprob_ci95_low,avg_logprob_ci95_high,perplexity_mean,perplexity_ci95_low,perplexity_ci95_high,self_preferred_mean,self_preferred_ci95_low,self_preferred_ci95_high,distance_from_diagonal_mean,distance_from_diagonal_ci95_low,distance_from_diagonal_ci95_high,diagonal_margin_logprob_mean,diagonal_margin_logprob_ci95_low,diagonal_margin_logprob_ci95_high
step128000,30,-1.635830855369568,-1.745606314341227,-1.5144069530566535,5.430306089758763,4.72874140886795,6.049800303091243,0.3,0.13333333333333333,0.4666666666666667,63000.0,45890.833333333336,80535.83333333333,0.059522381195655234,-0.04554924162534567,0.15922229014910183
step143000,30,-1.4643228332201639,-1.593593043088913,-1.3471335635582606,4.605333896145258,4.013912385764007,5.299449928666902,0.26666666666666666,0.13333333333333333,0.43333333333333335,72000.0,52297.5,92700.83333333333,0.013455651700496674,-0.11303288321942091,0.1282558077946305
step16000,50,-1.6630947160720826,-1.7333397272229194,-1.5885003677010536,5.461344372520281,5.031294350959049,5.868149720365811,0.28,0.16,0.42,59800.0,46738.5,74285.5,0.05543816089630127,-0.05732694891366091,0.15303868759762154
step64000,45,-1.4153195871247186,-1.4860656393567722,-1.3453285813000466,4.255106137311134,3.9361510525148082,4.577664336855347,0.24444444444444444,0.13333333333333333,0.37777777777777777,50200.0,42287.77777777778,57646.11111111111,0.0356407303076524,-0.06375438089554127,0.13605663019877212
