evaluator_revision,n,avg_logprob_mean,avg_logprob_ci95_low,avg_logprob_ci95_high,perplexity_mean,perplexity_ci95_low,perplexity_ci95_high,self_preferred_mean,self_preferred_ci95_low,self_preferred_ci95_high,distance_from_diagonal_mean,distance_from_diagonal_ci95_low,distance_from_diagonal_ci95_high,diagonal_margin_logprob_mean,diagonal_margin_logprob_ci95_low,diagonal_margin_logprob_ci95_high
step128000,31,-1.4722696850376744,-1.5756409202852557,-1.3749667361859352,4.555694916686052,4.093041375620256,5.078663971516918,0.1935483870967742,0.06451612903225806,0.3548387096774194,57612.903225806454,41536.29032258065,73266.93548387096,-0.05269811703608586,-0.13881036868462196,0.03257182286335871
step143000,31,-1.4643258010187457,-1.5698519193357037,-1.3642739195016123,4.524031943899908,4.0612443953177495,5.043237519312977,0.2903225806451613,0.12903225806451613,0.45161290322580644,66806.45161290323,48322.58064516129,85323.3870967742,0.03218132257461548,-0.0305947195738554,0.09578019380569458
step16000,31,-1.54265429512147,-1.63197125138775,-1.4563269217168133,4.854439393032212,4.413043666593008,5.347090311837957,0.41935483870967744,0.2572580645161291,0.5806451612903226,60193.54838709677,42804.838709677424,78193.54838709677,0.017636754296042702,-0.10857919319109484,0.1348896785215898
step4000,31,-1.763530388955147,-1.8624127408189157,-1.6679228183723265,6.072561577185941,5.50113988533171,6.696341247478903,0.0,0.0,0.0,72193.54838709677,54258.06451612903,89234.67741935483,,,
step64000,31,-1.494275567993041,-1.6068988412618637,-1.3879650023675734,4.690568762168002,4.172665734765423,5.298785046093021,0.45161290322580644,0.2903225806451613,0.6451612903225806,43161.290322580644,32450.806451612905,53323.38709677419,0.16832354435553917,0.08526515983618223,0.2451050554330532
