temporal_distance,n,choose_anchor_centered_mean,choose_anchor_centered_ci95_low,choose_anchor_centered_ci95_high,choose_anchor_raw_mean,choose_anchor_raw_ci95_low,choose_anchor_raw_ci95_high,centered_margin_logprob_mean,centered_margin_logprob_ci95_low,centered_margin_logprob_ci95_high,raw_margin_logprob_mean,raw_margin_logprob_ci95_low,raw_margin_logprob_ci95_high,anchor_generation_valid_mean,anchor_generation_valid_ci95_low,anchor_generation_valid_ci95_high,comparison_generation_valid_mean,comparison_generation_valid_ci95_low,comparison_generation_valid_ci95_high
15000,9,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.5555555555555556,0.2222222222222222,0.8888888888888888,-0.0017030702696906196,-0.1032733271519343,0.09484202017386753,-0.0017030702696906196,-0.1032733271519343,0.09484202017386753,1.0,1.0,1.0,1.0,1.0,1.0
79000,7,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,-0.020110300609043667,-0.09227961684976305,0.06396942479269845,-0.020110300609043667,-0.09227961684976305,0.06396942479269845,1.0,1.0,1.0,1.0,1.0,1.0
127000,8,0.75,0.375,1.0,0.75,0.375,1.0,0.1400560885667801,-0.0727421659976244,0.33730284273624417,0.1400560885667801,-0.0727421659976244,0.33730284273624417,1.0,1.0,1.0,1.0,1.0,1.0
