source_revision,generation_valid_rate,unique_token_ratio_mean,top_token_rate_mean,top_bigram_rate_mean,n
step128000,0.3055555555555556,0.3596951088419766,0.16551208801309225,0.09836362939507946,72
step143000,0.2361111111111111,0.34257052243946917,0.15767253807466922,0.10137598561805744,72
step16000,0.3888888888888889,0.39579414448433803,0.15228204464448192,0.0925329652250632,72
step64000,0.2916666666666667,0.3633886628953169,0.15000871593782744,0.09848828022580565,72
