source_revision,generation_valid_rate,unique_token_ratio_mean,top_token_rate_mean,top_bigram_rate_mean,n
step128000,0.2777777777777778,0.3397566549552729,0.1702842911128971,0.09818442824856155,36
step143000,0.2777777777777778,0.34715255992481503,0.14963989241756587,0.09951422971341602,36
step16000,0.4166666666666667,0.42239499574545225,0.14575433318380948,0.09250986636989299,36
step64000,0.3055555555555556,0.37019553608873246,0.1368686136182494,0.0831383921422209,36
